Vehicle Speed (Kmph),Vehicle Direction (Degrees),Vehicles Overtaken,Licence,Collision,Parking Accuracy,Signal Jumps,Drunk (mg),Driver Score
36.64,1,3,1,0,2,0,0,69
51.75,1,5,1,0,2,0,0,65
70.34,1,5,1,0,2,0,0,61
61.15,1,7,1,0,2,0,0,61
47.97,1,3,1,0,2,0,0,70
38.79,1,7,1,0,2,0,0,65
50.18,1,8,1,0,2,0,0,62
56.01,1,2,1,0,2,0,0,67
37.25,1,5,1,0,2,0,0,67
48.66,1,2,1,0,2,0,0,71
40.19,1,5,1,0,2,0,0,69
33.88,1,5,1,0,2,0,0,66
54.92,1,2,1,0,2,0,0,68
64.55,1,8,1,0,2,0,0,60
64.26,1,8,1,0,2,0,0,60
45.02,1,6,1,0,2,0,0,67
49.96,1,9,1,0,2,0,0,64
33.29,1,3,1,0,3,1,0,63
47.02,1,9,1,0,1,2,0,52
61.32,1,2,1,0,1,1,0,57
58.34,1,3,1,0,3,1,0,61
39.4,1,2,1,0,3,1,0,65
44.38,1,4,1,0,1,1,0,61
71.34,5,6,1,0,5,0,0,58
71.26,5,2,1,0,6,0,0,63
60.04,5,2,1,0,5,0,0,64
61.45,5,8,1,0,8,0,0,61
30.74,5,7,1,0,3,0,0,59
42.6,5,8,1,0,8,0,0,67
39.31,5,3,1,0,3,0,0,64
35.09,5,6,1,0,8,0,0,67
50.84,5,6,1,0,8,0,0,65
32.71,5,7,1,0,5,0,0,62
43.09,5,8,1,0,5,0,0,64
43.88,5,3,1,0,5,0,0,69
51.18,5,3,1,0,5,0,0,65
53.46,5,5,1,0,4,0,0,61
49.96,6,7,1,0,5,0,0,62
45.56,6,8,1,0,3,0,0,58
70.73,5,4,1,0,4,0,0,58
44.25,6,8,1,0,2,0,0,57
64.93,6,5,1,0,5,0,0,59
53.89,6,5,1,0,3,0,0,58
40.13,6,7,1,0,4,0,0,61
54.08,5,10,1,0,5,0,0,57
64.96,6,11,1,0,6,0,0,54
36.5,5,6,1,0,4,0,0,62
60.15,6,6,1,0,6,0,0,59
38.6,5,10,1,0,4,0,0,57
58.28,6,8,1,0,6,0,0,58
65.84,5,2,1,0,5,0,0,63
40.91,5,2,1,0,2,0,0,65
61.81,5,2,1,0,5,0,0,64
63.24,5,7,1,0,5,0,0,59
57.42,5,8,1,0,6,0,0,60
73.79,6,8,1,0,4,0,0,52
39.13,6,7,1,0,6,0,0,62
53.19,3.04,3,1,1,5,2,11,42
54.88,2.96,2,1,1,4,0,11,52
39.67,3.66,2,1,1,5,0,1,59
39.39,1.18,4,0,1,5,0,40,42
47.87,1.18,4,1,1,6,0,1,63
53.34,2,6,1,1,4,0,26,46
58.45,4,8,1,2,7,0,15,47
64.12,1.32,4,1,0,4,2,19,49
34.45,2.73,5,1,0,4,1,30,50
47.43,3.41,4,1,0,5,1,1,62
48.84,1.16,2,1,0,4,1,1,65
36.6,1,4,1,0,3,1,6,60
64.98,2,4,1,0,2,1,9,52
72.72,2,3,1,0,1,1,6,49
70.45,2,6,1,0,2,1,5,49
35.54,2,6,1,0,2,1,9,54
64.61,1,8,1,0,1,1,11,45
62.48,1,4,1,0,3,1,10,56
37.27,3.74,6,1,0,3,0,21,55
40.55,3.39,3,1,0,2,0,15,61
35.82,1.3,4,1,0,5,0,9,69
35.44,1.79,2,1,0,3,0,8,67
64.77,2.01,4,1,0,5,0,12,60
51.99,1.41,2,1,0,2,0,9,64
35.8,3.16,2,1,0,2,0,14,60
44.04,2.48,4,1,0,6,0,11,67
50.53,3.34,4,0,0,5,0,4,55
33.04,3.71,5,1,0,2,0,8,58
39.6,3.67,5,1,0,2,0,8,59
37.36,3.1,2,1,0,5,0,24,63
39.6,1.59,3,1,0,6,0,24,65
46.69,1.09,4,1,0,5,0,12,67
31.99,3.23,5,1,0,2,0,7,59
66.11,2.5,4,1,0,5,0,20,58
67.79,2.44,6,1,0,2,0,19,51
49.63,3.71,5,1,0,2,0,19,56
66,3.58,3,1,0,5,0,20,57
44.77,3.42,2,1,0,5,0,30,64
61.21,1.55,5,1,0,5,0,35,56
67.68,3.94,4,1,0,3,0,35,50
31.72,2.56,3,1,0,5,0,32,60
63.77,1.81,2,1,0,2,0,8,61
37.79,2.27,4,1,0,3,0,17,60
39.04,2.64,5,1,0,5,0,24,61
36.83,3.83,4,1,0,5,0,24,60
39.11,2.25,4,1,0,2,0,12,59
47.43,3.95,5,1,0,2,0,7,60
42.44,1.9,5,1,0,2,0,20,60
66.94,3.1,5,1,0,2,0,19,51
49.54,2.77,6,1,0,4,0,21,59
53.14,1.68,5,1,0,3,0,15,59
39.49,2.15,4,1,0,2,0,9,62
48.35,2.75,5,1,0,5,0,8,67
68.52,1.76,4,1,0,6,0,12,61
51.87,1.87,5,1,0,2,0,11,57
50.85,2.85,4,1,0,3,0,9,62
39.26,1.8,5,1,0,3,0,14,61
49.56,3.47,4,1,0,2,0,19,58
54.96,3.95,6,1,0,5,0,11,58
57.17,3.19,3,1,0,4,0,11,59
45.82,2.03,2,1,0,6,0,4,72
69.52,1.32,2,1,0,5,0,8,66
31.83,6,8,1,0,4,0,13,51
35.82,6,7,1,0,2,0,6,53
68.72,6,5,1,0,5,0,25,50
45.14,6,4,1,0,5,0,11,59
46.65,6,8,1,0,3,0,13,52
46.79,6,9,1,0,2,0,24,47
49.33,6,7,1,0,5,0,25,54
39.29,6,9,1,0,4,0,2,56
47.65,6,5,1,0,3,0,25,53
35.31,6,9,1,0,3,0,4,54
64.16,6,10,1,0,2,0,6,45
32.35,6,2,1,0,4,0,2,62
40.28,6,4,1,0,3,0,17,56
35.92,6,10,1,0,2,0,2,51
44.24,6,9,1,0,4,0,5,57
43.68,6,5,1,0,2,0,6,57
36,6,5,1,0,6,0,3,62
33.19,6,4,1,0,2,0,5,56
55.72,6,8,1,0,4,0,15,49
49.3,6,11,1,0,3,0,2,54
37.24,6,3,1,0,5,0,13,59
32.78,6,8,1,0,2,0,3,52
46.86,6,4,1,0,2,0,9,57
67.26,6,11,1,0,2,0,3,45
57.47,3.4,3,0,0,3,0,1,53
49.47,3.49,4,0,0,3,0,1,56
42.05,3.76,5,0,0,4,0,1,56
34.7,2.11,4,0,0,3,0,1,55
44.7,2.75,2,0,0,4,0,1,61
47.26,1.11,6,1,0,5,0,1,70
66.43,3.66,6,1,0,4,0,1,58
46.07,3.15,5,1,0,5,0,1,68
49.57,2.83,6,1,0,5,0,1,68
43.51,2.85,4,1,0,3,0,1,68
45.59,1.72,4,1,0,3,0,1,68
46.16,1.09,3,1,0,6,0,1,74
33.86,2.47,2,1,0,6,0,1,71
35.28,1.5,3,1,0,2,0,1,67
68.25,3.14,4,1,0,3,0,1,60
53.01,2.5,4,1,0,5,0,1,67
32.39,2.41,6,1,0,4,0,1,64
44.13,3.05,6,1,0,3,0,1,65
62.85,1.13,5,1,0,3,0,1,63
30.62,1.21,6,1,0,2,0,1,63
36.76,1.29,5,1,0,3,0,1,67
55.96,3.45,3,1,0,3,0,1,63
59.27,3.45,5,1,0,4,0,1,62
55.91,3.17,5,1,0,3,0,1,61
48.04,1.45,2,1,0,5,0,1,74
51.88,2.98,3,1,0,4,0,1,66
41.85,2.56,3,1,0,2,0,1,67
59.79,3.92,5,1,0,5,0,1,63
37.56,2.95,6,1,0,2,0,1,62
37.34,2.36,5,1,0,3,0,1,65
44.74,2.3,5,1,0,4,0,1,68
55.02,3.48,2,1,0,2,0,1,62
61.21,1.25,5,1,0,4,0,1,64
33.25,1.4,3,1,0,2,0,1,66
67.18,1.52,6,1,0,2,0,1,58
61.03,2.17,2,1,0,5,0,1,67
42.25,2.2,5,1,0,4,0,1,68
50.34,2.58,3,1,0,5,0,1,68
50.43,2.25,5,1,0,5,0,1,66
62.71,2.97,4,1,0,4,0,1,63
61.79,2.88,2,1,0,5,0,1,67
55.77,1.88,2,1,0,2,0,1,64
45.14,2.29,5,1,0,6,0,1,70
62.46,1.05,4,1,0,2,0,1,62
51.31,3.95,2,1,0,3,0,1,64
44.03,1.5,3,1,0,5,0,1,74
67.56,1.32,5,1,0,4,0,1,63
65.04,2.12,2,1,0,5,0,1,66
52.01,1.59,5,1,0,3,0,1,64
54.9,2.47,3,1,0,3,0,1,65
53.48,2.02,6,1,0,2,0,1,60
38.31,3.85,3,1,0,5,0,1,68
39.22,3.21,3,1,0,5,0,1,69
37.39,2.62,6,1,0,5,0,1,67
66.2,3.09,3,1,0,5,0,1,64
47.55,1.53,3,1,0,2,0,1,67
34.44,1.38,2,1,0,5,0,1,72
46.35,1.51,4,1,0,2,0,1,66
53.8,1.1,4,1,0,2,0,1,64
40.49,2.68,5,1,0,2,0,1,65
54.11,3.65,5,1,0,2,0,1,59
58.45,3.01,3,1,0,2,0,1,61
38.87,1.57,5,1,0,3,0,1,66
41.87,2.38,6,1,0,3,0,1,66
42.75,3.94,6,1,0,3,0,1,64
46.97,1.47,3,1,0,6,0,1,74
50.31,3.57,5,1,0,5,0,1,64
33.42,2.93,4,1,0,4,0,1,66
40.5,2.13,4,1,0,2,0,1,66
62.04,1.57,6,1,0,3,0,1,61
31.17,2.28,3,1,0,2,0,1,64
67.15,2.45,3,1,0,6,0,1,66
59.21,1.36,2,1,0,5,0,1,70
53.93,5,2,1,0,5,0,3,64
46.68,5,8,1,0,5,0,4,61
58.34,5,7,1,0,5,0,4,58
67.52,5,2,1,0,6,0,5,62
32.64,5,7,1,0,8,0,2,64
66.94,5,4,1,0,6,0,3,60
48.9,5,2,1,0,6,0,5,68
38.2,5,7,1,0,3,0,4,58
74.84,5,4,1,0,2,0,1,54
73.16,5,5,1,0,4,0,4,55
33.7,5,4,1,0,5,0,3,63
59.75,5,7,1,0,5,0,4,58
59.53,5,7,1,0,6,0,2,60
71.69,5,2,1,0,3,0,3,57
35.72,5,7,1,0,5,0,5,61
51.15,5,8,1,0,5,0,4,58
54.98,5,3,1,0,5,0,3,63
43.82,5,8,1,0,6,0,4,63
40.16,5,7,1,0,2,0,3,58
39.64,5,7,1,0,6,0,4,62
70.76,5,8,1,0,5,0,2,55
34.37,5,2,1,0,6,0,5,66
45.84,5,2,1,0,7,0,3,69
49.78,5,5,1,0,5,0,4,64
63.35,5,8,1,0,6,0,5,57
38.6,5,8,1,0,4,0,3,58
41.54,5,6,1,0,3,0,2,62
62.37,5,4,1,0,3,0,2,58
32.52,5,3,1,0,5,0,1,65
72.89,5,7,1,0,3,0,4,52
45.35,5,6,1,0,3,0,2,61
46.72,5,5,1,0,7,0,5,66
40.89,5,3,1,0,5,0,5,67
46.32,5,6,1,0,2,0,4,58
32.25,5,6,1,0,2,0,2,57
49.87,5,8,1,0,7,0,3,63
44.36,5,8,1,0,4,0,1,61
42.8,5,4,1,0,2,0,5,61
30.49,5,7,1,0,3,0,5,57
61.87,5,2,1,0,2,0,1,58
41.9,5,2,1,0,5,0,2,69
31.95,5,8,1,0,2,0,1,55
40.51,5,3,1,0,7,0,5,69
44.78,5,2,1,0,6,0,5,69
67.75,5,6,1,0,8,0,5,60
45.25,5,2,1,0,5,0,1,68
41.51,5,8,1,0,4,0,2,61
50.64,5,7,1,0,7,0,2,62
44.31,5,2,0,0,5,0,4,58
40.2,5,3,1,0,6,0,4,68
51.99,5,4,0,0,5,0,1,53
44.57,5,5,1,0,7,0,3,67
63.24,5,6,1,0,4,0,2,57
32.88,5,3,1,0,3,0,1,62
59.66,5,7,1,0,2,0,4,53
69.07,5,6,1,0,7,0,3,59
39.29,5,6,1,0,3,0,1,60
39.37,5,8,1,0,8,0,1,64
45.96,5,6,1,0,6,0,2,65
52.87,5,3,1,0,8,0,1,67
65.82,5,2,1,0,2,0,5,56
51.15,5,7,1,0,8,0,2,63
63.76,5,7,1,0,3,0,2,55
38.82,5,2,1,0,4,0,5,64
70.7,5,5,1,0,5,0,1,58
30.74,5,3,1,0,2,0,2,60
60.11,5,8,1,0,8,0,1,60
38.19,5,2,1,0,8,0,2,70
66.94,5,7,1,0,4,0,3,54
34.74,5,7,1,0,8,0,4,63
74.43,5,7,1,0,6,0,2,57
65.9,5,2,1,0,8,0,2,65
57.47,5,5,1,0,2,0,2,56
32.16,5,6,1,0,2,0,3,56
40.41,5,3,1,0,5,0,3,67
55.86,5,6,1,0,2,0,2,55
74.49,5,8,1,0,2,0,3,49
40.66,5,10,1,0,5,0,17,54
56.74,5,9,1,0,4,0,16,49
64.74,5,10,1,0,3,0,17,45
71.42,5,4,1,0,2,0,24,47
39.43,5,2,1,0,5,0,3,66
64.76,5,4,1,0,2,0,3,55
51.63,5,3,1,0,5,0,21,57
35.89,5,8,1,0,4,0,25,52
55.46,5,3,1,0,4,0,5,60
68.84,5,11,1,0,6,0,18,48
48.84,5,11,1,0,4,0,5,56
48.38,5,11,1,0,6,0,23,53
31.9,5,10,1,0,3,0,18,48
50.22,5,2,1,0,5,0,3,64
65.47,5,8,1,0,3,0,24,46
55.18,5,7,1,0,2,0,17,48
63.43,5,7,1,0,6,0,25,52
72.01,5,3,1,0,3,0,20,51
66.09,5,3,1,0,3,0,3,57
38.77,5,6,1,0,6,0,16,58
31.31,5,3,1,0,4,0,24,56
44.71,5,4,1,0,2,0,19,56
67.4,5,4,1,0,2,0,22,48
56.44,5,6,1,0,6,0,21,54
41.22,5,5,1,0,2,0,24,54
47.66,5,11,1,0,5,0,21,52
52.16,5,5,0,0,5,0,14,47
59.77,5,8,1,0,8,0,11,56
34.91,5,6,1,0,7,0,11,59
72.74,5,3,1,0,3,0,12,52
69.32,5,2,1,0,5,0,11,57
39.24,5,5,1,0,8,0,11,62
49.11,5,8,1,0,3,0,11,54
65.37,5,6,1,0,3,0,12,50
42.99,5,8,1,0,7,0,12,60
30.13,5,4,1,0,3,0,11,56
46.26,5,4,1,0,7,0,13,63
31.46,5,2,1,0,6,0,12,62
37.48,5,4,1,0,8,0,11,63
46.02,5,8,1,0,8,0,13,60
40.8,5,7,1,0,8,0,13,62
45.1,5,6,1,0,8,0,11,62
38.51,5,5,1,0,4,0,13,57
53.21,5,6,1,0,4,0,13,54
30.64,5,7,1,0,3,0,11,53
45.05,5,8,1,0,4,0,14,55
38.67,5,4,1,0,8,0,14,63
32.48,5,2,1,0,6,0,11,62
72.99,5,5,1,0,6,0,11,54
34.84,5,3,1,0,5,0,12,60
31.71,5,5,1,0,6,0,11,59
46.79,5,5,1,0,4,0,13,58
55.35,5,4,1,0,2,0,12,52
39.22,5,2,1,0,3,0,13,59
40.7,5,6,1,0,3,0,11,57
71.46,5,7,1,0,8,0,12,54
47.4,5,6,1,0,3,0,14,56
39.47,5,6,1,0,4,0,12,56
31.51,5,3,1,0,2,0,13,55
66.66,5,6,1,0,5,0,13,53
68.53,5,7,1,0,5,0,11,52
58.71,5,2,1,0,8,0,11,62
36.91,5,2,1,0,2,0,12,57
36.73,5,8,1,0,8,0,12,59
71.52,5,8,1,0,6,0,12,51
30.01,5,6,1,0,7,0,12,59
45,5,2,1,0,8,0,14,67
70.34,5,3,1,0,7,0,14,57
43.27,5,5,1,0,4,0,14,59
53.91,5,4,1,0,5,0,11,58
49.13,5,5,1,0,4,0,11,58
72.74,5,3,1,0,8,0,14,58
41.76,5,7,1,0,4,0,12,57
70.76,5,6,1,0,2,0,14,47
74.51,5,8,1,0,5,0,14,50
51.18,5,7,1,0,4,0,13,53
39.76,5,8,1,0,7,0,11,58
44.56,5,7,1,0,3,0,12,56
73,5,2,1,0,5,0,12,56
64.5,5,5,1,0,2,0,14,50
33.87,5,6,1,0,8,0,14,60
48.57,5,5,1,0,2,0,13,55
39.78,5,8,1,0,8,0,11,59
67.76,5,8,1,0,5,0,11,51
38.48,5,5,1,0,4,0,14,57
65.08,5,5,1,0,3,0,12,51
72.07,5,6,1,0,6,0,13,53
65.07,5,7,1,0,3,0,12,49
70.72,5,6,1,0,6,0,15,53
32.87,5,4,1,0,4,0,14,57
43.89,5,9,1,0,6,0,13,58
49.89,5,7,1,0,5,0,11,58
50.47,5,10,1,0,3,0,14,48
33.33,5,8,1,0,2,0,12,50
38.33,5,10,1,0,4,0,15,51
30.55,5,7,1,0,5,0,11,56
48.35,5,4,1,0,2,0,13,56
43.73,5,3,0,0,6,0,8,57
30.97,5,8,0,0,8,0,6,51
61.25,5,4,1,0,3,0,7,56
34.86,5,5,1,0,6,0,10,62
72.25,5,5,1,0,5,0,7,56
72.43,5,6,1,0,6,0,10,56
64.71,5,8,1,0,3,0,8,52
41.69,5,7,1,0,6,0,7,63
71.8,5,2,1,0,8,0,9,62
49.27,5,5,1,0,4,0,10,61
36.13,5,2,1,0,2,0,6,60
42.65,5,2,1,0,3,0,6,64
57.85,5,2,1,0,6,0,7,63
41.63,5,6,1,0,6,0,9,64
47.19,5,7,1,0,5,0,8,61
52.49,5,6,1,0,8,0,10,62
58.83,5,6,1,0,7,0,6,60
61.07,5,4,1,0,6,0,10,60
46.08,5,2,1,0,7,0,7,68
60.48,5,6,1,0,8,0,7,60
56.57,5,8,1,0,7,0,6,58
65.16,5,6,1,0,7,0,10,58
64.05,5,2,1,0,8,0,10,64
41.8,5,5,1,0,3,0,6,61
56.75,5,6,1,0,4,0,10,56
36.07,5,7,1,0,8,0,7,63
31.7,5,2,1,0,2,0,6,59
56.92,5,5,1,0,8,0,8,62
65.21,5,4,1,0,8,0,10,61
51.01,5,3,1,0,7,0,6,64
64.43,5,7,1,0,2,0,8,51
31.51,5,4,1,0,4,0,10,60
62.35,5,4,1,0,8,0,7,62
48.84,5,3,1,0,3,0,8,62
43.45,5,5,1,0,5,0,10,64
38.46,5,7,1,0,5,0,9,60
46.52,5,7,1,0,4,0,8,59
39.87,5,6,1,0,4,0,8,59
34.75,5,5,1,0,3,0,7,58
49.82,5,8,1,0,2,0,8,55
52.32,5,4,1,0,6,0,9,62
55.89,5,8,1,0,5,0,7,56
53.05,5,6,1,0,5,0,10,59
62.11,5,3,1,0,7,0,7,62
67.19,5,4,1,0,4,0,8,56
74.19,5,2,1,0,2,0,9,54
68.95,5,8,1,0,4,0,9,52
53.85,5,5,1,0,5,0,7,60
55.34,5,5,1,0,3,0,10,56
55.7,5,7,1,0,7,0,6,59
50.04,5,7,1,0,2,0,9,53
67.4,5,4,1,0,4,0,7,56
62.92,5,7,1,0,7,0,8,58
37.72,5,4,1,0,8,0,8,66
37.61,5,6,1,0,8,0,10,64
35.09,5,6,1,0,2,0,10,56
48.84,5,3,1,0,7,0,9,67
59.28,5,4,1,0,4,0,10,58
49.75,5,8,1,0,7,0,8,62
41.18,5,8,1,0,3,0,7,58
70.03,5,8,1,0,5,0,8,53
74.54,5,3,1,0,3,0,6,55
59.34,5,5,1,0,7,0,7,61
57.06,5,4,1,0,3,0,8,57
37.86,5,4,1,0,6,0,6,64
32.7,5,4,1,0,2,0,7,57
44.32,5,3,1,0,6,0,10,67
31.3,5,7,1,0,5,0,6,59
74.22,5,7,1,0,2,0,8,49
53.19,5,3,1,0,4,0,6,60
61.29,5,8,1,0,7,0,8,57
65.66,5,8,1,0,3,0,8,51
44.24,5,5,1,0,4,0,10,62
47.92,5,9,1,0,3,0,6,56
44.2,5,10,1,0,6,0,9,59
57.92,5,4,1,0,2,0,8,55
62.91,5,10,1,0,2,0,7,47
72.5,5,2,1,0,4,0,10,57
65.69,1,5,1,0,3,0,14,58
54.64,1,3,1,0,4,0,12,64
55.38,1,4,1,0,2,0,13,59
46.35,1,3,1,0,6,0,11,70
78.59,1,7,1,0,2,0,13,52
44.6,1,5,1,0,2,0,13,63
33.99,1,4,1,0,4,0,14,64
51.42,1,2,1,0,4,0,13,65
54.84,1,3,1,0,6,0,13,67
32.46,1,6,1,0,4,0,14,62
41.02,1,4,1,0,4,0,13,67
43.49,1,2,1,0,4,0,14,69
42.29,1,2,1,0,4,0,13,69
71.71,1,2,1,0,3,0,14,60
46.53,1,4,1,0,5,0,13,68
59.65,1,7,1,0,3,0,12,58
66.74,1,5,1,0,4,0,14,59
79.7,1,4,0,0,4,0,11,48
39.36,1,6,0,0,5,0,11,55
62.77,1,7,1,0,2,0,12,55
54.14,1,5,1,0,2,0,12,59
38.68,1,2,1,0,3,0,14,66
78.83,1,2,1,0,6,0,12,63
49.09,1,3,1,0,5,0,14,69
61.76,1,5,1,0,2,0,13,57
41.6,1,3,1,0,2,0,14,65
71.2,1,5,1,0,4,0,14,58
74.69,1,5,1,0,2,0,13,55
72.05,1,6,1,0,2,0,11,54
45.63,1,7,1,0,3,0,14,62
64.64,1,3,1,0,4,0,14,62
70.47,1,7,1,0,2,0,14,53
48.27,1,2,1,0,4,0,11,68
34.72,1,2,1,0,3,0,14,65
44.94,1,5,1,0,6,0,11,69
75.6,1,3,1,0,6,0,14,62
76.88,1,2,1,0,4,0,13,60
49.92,1,7,1,0,4,0,14,63
40.92,1,4,1,0,2,0,11,64
34.25,1,6,1,0,5,0,11,64
57.95,1,6,1,0,3,0,13,59
63.09,1,7,1,0,3,0,11,57
70.52,1,7,1,0,3,0,13,55
30.16,1,3,1,0,6,0,14,68
31.24,1,7,0,0,2,0,12,48
75.13,1,4,1,0,3,0,13,57
52.4,1,5,1,0,4,0,11,62
51.19,1,4,1,0,3,0,14,62
38.33,1,6,1,0,2,0,12,60
34.33,1,3,1,0,2,0,11,62
38.02,1,2,1,0,6,0,12,70
65.86,1,3,1,0,4,0,11,61
66.13,1,7,1,0,5,0,14,59
36.71,1,4,0,0,3,0,14,54
72.65,1,3,1,0,5,0,14,62
63.67,1,4,1,0,3,0,11,60
73.7,1,7,1,0,2,0,14,53
60.86,1,2,1,0,3,0,13,62
46.82,1,5,1,0,4,0,12,65
48.83,1,3,1,0,1,0,12,62
53.51,1,3,1,0,2,0,11,61
44.18,1,9,1,0,3,0,13,61
39.93,1,7,1,0,1,0,12,57
37.54,1,2,1,0,3,0,12,66
54.23,1,6,1,0,2,0,12,58
47.92,1,4,1,0,3,0,11,65
63.52,1,8,1,0,1,0,12,52
67.62,1,4,1,0,2,0,13,57
43.41,1,2,1,0,3,0,11,68
64.45,1,9,1,0,1,0,13,51
72.66,1,2,1,0,1,0,12,56
68.81,1,7,1,0,1,0,12,52
38.85,1,3,1,0,1,0,13,61
39.25,1,6,1,0,1,0,12,58
52.92,1,8,1,0,2,0,13,56
30.05,1,3,1,0,2,0,12,62
41.92,1,2,1,0,3,0,12,68
41.8,1,9,1,0,3,0,12,61
47.18,1,4,1,0,3,0,13,65
41.44,1,6,1,0,3,0,13,64
65,1,9,1,0,1,0,12,51
31.13,1,3,0,0,3,0,13,54
66.01,1,4,1,0,1,0,13,55
54.89,1,6,1,0,2,0,13,58
71.74,1,9,1,0,1,0,13,49
52.77,1,4,1,0,1,0,12,58
33.87,1,3,1,0,3,0,11,64
63.51,1,6,1,0,2,0,11,56
42.15,1,4,1,0,1,0,11,62
41.03,1,4,1,0,2,0,12,64
42.19,1,4,1,0,2,0,11,64
69.08,1,4,1,0,1,0,11,55
36.2,1,8,1,0,3,0,11,60
61.36,1,4,1,0,1,0,13,56
72.2,1,4,1,0,2,0,11,56
49.19,1,6,1,0,2,0,12,61
55.43,1,6,1,0,1,0,13,55
72.85,1,3,1,0,2,0,11,57
71.65,1,2,1,0,1,0,12,56
31.88,1,7,1,0,1,0,12,56
57.72,1,3,1,0,2,0,12,60
59.1,1,6,1,0,1,0,11,55
31.27,1,9,1,0,3,0,12,58
72.67,1,5,1,0,3,0,11,57
59.68,1,4,1,0,6,0,3,69
57.98,1,5,1,0,6,0,5,68
57.58,1,4,1,0,4,0,4,66
50.62,1,6,1,0,4,0,5,65
58.37,1,2,1,0,2,0,5,65
56,1,2,1,0,2,0,4,65
45.56,1,3,1,0,6,0,5,74
62.97,1,3,1,0,6,0,4,69
48.85,1,2,1,0,2,0,3,69
46.91,1,7,1,0,4,0,5,67
77.74,1,2,1,0,6,0,3,67
67.79,1,7,1,0,5,0,3,63
30.64,1,4,1,0,2,0,5,65
36.61,1,6,1,0,5,0,4,69
64.29,1,7,1,0,4,0,4,62
66.47,1,2,1,0,4,0,3,66
69.27,1,4,0,0,5,0,3,56
70.97,1,2,1,0,3,0,4,64
71.15,1,2,1,0,5,0,5,67
71.85,1,6,1,0,3,0,5,60
40.36,1,2,1,0,6,0,4,76
30.15,1,7,1,0,2,0,5,62
55.35,1,2,1,0,5,0,5,70
31.25,1,2,1,0,6,0,5,73
75.08,1,2,1,0,3,0,4,63
64.94,1,3,1,0,3,0,3,65
72.31,1,7,1,0,6,0,3,63
65.92,1,2,1,0,5,0,5,68
46.12,1,3,1,0,5,0,5,73
42.56,1,7,0,0,4,0,4,58
67.43,1,2,1,0,6,0,4,69
53.98,1,5,1,0,6,0,5,69
63.29,1,2,1,0,6,0,5,70
45.34,1,6,1,0,4,0,4,68
39.59,1,4,1,0,4,0,3,69
70.09,1,2,1,0,4,0,4,65
63.5,1,2,1,0,5,0,5,69
76.58,1,5,1,0,5,0,3,63
43,1,3,1,0,4,0,5,72
34.02,1,6,1,0,5,0,5,68
66.81,1,7,1,0,2,0,5,58
32.5,1,2,1,0,1,0,5,65
34.67,1,6,1,0,2,0,3,63
71.72,1,8,1,0,3,0,3,58
72.31,1,9,1,0,3,0,4,57
59.87,1,4,1,0,1,0,4,61
59.96,1,3,1,0,3,0,4,66
42.86,1,3,1,0,1,0,3,67
69.65,1,7,1,0,1,0,4,56
53.85,1,7,1,0,2,0,3,61
35.04,1,6,1,0,2,0,3,64
71.32,1,7,1,0,1,0,5,55
32.98,1,2,1,0,2,0,4,67
39.35,1,3,1,0,2,0,3,67
33.36,1,2,1,0,3,0,5,69
44.92,1,6,1,0,1,0,5,64
49.69,1,7,1,0,2,0,3,64
38.06,1,5,1,0,3,0,3,67
47.25,1,2,1,0,1,0,4,67
57.4,1,7,1,0,2,0,5,60
49.92,1,3,1,0,3,0,3,70
31.29,1,5,1,0,1,0,3,62
39.83,1,5,1,0,1,0,4,63
43.11,1,9,1,0,3,0,3,65
67.61,1,7,1,0,3,0,5,60
70.12,1,8,0,0,3,0,4,48
54.78,1,4,1,0,2,0,5,64
59.28,1,6,1,0,1,0,3,59
50.87,1,6,1,0,3,0,4,64
36.94,1,2,1,0,3,0,3,70
34.08,1,7,1,0,2,0,3,62
69.35,1,8,1,0,1,0,5,55
68.65,1,4,1,0,2,0,3,61
52.11,1,6,1,0,3,0,4,64
65.1,1,7,1,0,1,0,4,56
45.96,1,7,1,0,2,0,5,64
43.2,1,6,1,0,2,0,4,66
35.83,1,8,1,0,3,0,4,64
44.03,1,3,1,0,2,0,5,69
45.33,1,4,1,0,3,0,5,69
42.24,1,2,1,0,1,0,5,68
53.37,1,2,1,0,3,0,5,68
30.61,1,2,1,0,2,0,5,67
59.72,1,4,1,0,2,0,3,63
68.19,1,9,1,0,1,0,3,54
54,1,7,1,0,2,0,3,61
65.5,1,9,1,0,1,0,5,54
71.72,1,2,1,0,3,0,3,64
56.31,1,3,1,0,3,0,5,66
50.72,1,3,1,0,1,0,4,63
35.72,1,6,1,0,1,0,4,62
43.66,1,7,1,0,2,0,5,65
50.32,1,9,0,0,3,0,5,51
47.25,1,7,1,0,3,0,1,67
62.98,1,3,1,0,2,0,1,64
73.61,1,2,1,0,5,0,2,68
70.12,1,3,1,0,5,0,2,67
60.36,1,3,1,0,5,0,2,69
75.06,1,4,1,0,2,0,2,60
54.16,1,7,1,0,5,0,2,67
73.15,1,7,1,0,3,0,2,60
36.87,1,2,1,0,2,0,1,69
51.19,1,6,1,0,3,0,2,65
34.07,1,4,1,0,4,0,1,69
51.89,1,6,1,0,2,0,1,63
39.27,1,7,1,0,4,0,1,67
49.8,1,2,1,0,5,0,1,75
44.35,1,3,1,0,6,0,1,76
61.63,1,3,1,0,6,0,1,70
78.08,1,6,1,0,5,0,1,63
30.41,1,6,1,0,5,0,1,69
62.71,1,4,1,0,6,0,2,69
